name,year,abv,size,grape type,country,wine_type,style,at its best,wine maker,price per bottle,num_review,rating,url
Atalaya do Mar Godello 2020,2020,13.00%,75cl,Godello,Spain,White,Aromatic Whites,Now - End 2026,Manuel Mendez,14.99,299,4 out of 5 stars from 299 customers,https://www.virginwines.co.uk/wine/Z35939101119/Atalaya-do-Mar-Godello
Vina Cobos Bramare Valle de Uco Malbec 2018,2018,14.50%,75cl,Malbec,Argentina,Red,Full Bodied Reds,Now - End 2028,Paul Hobbs,31.99,50,4.6 out of 5 stars from 50 customers,https://www.virginwines.co.uk/wine/Z36620101434/Vina-Cobos-Bramare-Valle-de-Uco-Malbec
The Sail Chardonnay 2020,2020,13.00%,75cl,Chardonnay,Australia,White,Dry and Crisp Whites,Now - End 2023,Fuse Winemaking Team,11.99,1429,4 out of 5 stars from 1429 customers,https://www.virginwines.co.uk/wine/Z36797102291/The-Sail-Chardonnay-Z36797102291
Keith Tulloch Hunter Valley Semillon 2018,2018,11.00%,75cl,Semillon,Australia,White,Aromatic Whites,Now - End 2024,Keith Tulloch,15.99,20,4.2 out of 5 stars from 20 customers,https://www.virginwines.co.uk/wine/Z35809100020/Keith-Tulloch-Hunter-Valley-Semillon
Domaine Henri Pelle Menetou-Salon Morogues 2018,2018,13.50%,75cl,Sauvignon Blanc,France,White,Dry and Crisp Whites,Now - End 2022,Julien Zernott,19.99,47,4.4 out of 5 stars from 47 customers,https://www.virginwines.co.uk/wine/Z33738100020/Domaine-Henri-Pelle-Menetou-Salon-Morogues
Il Cascinone Rive Barbera 2017,2017,15.00%,75cl,Barbera,Italy,Red,Full Bodied Reds,Now - End 2025,Claudio Manera,15.99,197,4.5 out of 5 stars from 197 customers,https://www.virginwines.co.uk/wine/Z35808100020/Il-Cascinone-Rive-Barbera
Cloudy Bay Chardonnay 2019,2019,13.50%,75cl,Chardonnay,New Zealand,White,Oaky Whites,Now - End 2031,Jim White,29.99,100,4.5 out of 5 stars from 100 customers,https://www.virginwines.co.uk/wine/Z35100101524/Cloudy-Bay-Chardonnay
Perles du Seuil Blanc NV,NV,12.00%,75cl,Semillon,France,Sparkling,Sparkling Non Champagne,Within 3 years of purchase,Nicola and Sean Allison,16.99,36,4.1 out of 5 stars from 36 customers,https://www.virginwines.co.uk/wine/Z36911100783/Perles-du-Seuil-Blanc
Capcanes La Nit de les Garnatxes Sand 2017,2017,14.50%,75cl,Grenache / Garnacha,Spain,Red,Full Bodied Reds,Now - End 2024,Jurgen Wagner,16.99,28,4.3 out of 5 stars from 28 customers,https://www.virginwines.co.uk/wine/Z37340101434/Capcanes-La-Nit-de-les-Garnatxes-Sand
Fonseca Bin 27 Fine Reserve NV,NV,20.00%,75cl,Port Blends,Portugal,Fortified,Port and Fortified,Within 3 years of purchase,David Guimaraens,13.99,184,4.5 out of 5 stars from 184 customers,https://www.virginwines.co.uk/wine/Z34795100003/Fonseca-Bin-27-Fine-Reserve
Loom SV McLaren Vale Shiraz 2015,2015,14.00%,75cl,Shiraz / Syrah,Australia,Red,Full Bodied Reds,Now - End 2023,Jess Hardy,18.99,43,4.4 out of 5 stars from 43 customers,https://www.virginwines.co.uk/wine/Z36789102291/Loom-SV-McLaren-Vale-Shiraz
Bodegas Hidalgo La Gitana Palo Cortado Wellington VOS NV,NV,17.50%,50cl,Palomino,Spain,Sherry,Sherry,Within 2 years of purchase,Javier Hidalgo,28.99,7,4.7 out of 5 stars from 7 customers,https://www.virginwines.co.uk/wine/Z37048100003/Bodegas-Hidalgo-La-Gitana-Palo-Cortado-Wellington-VOS
Hummingbird Semillon 2021,2021,12.00%,75cl,Semillon,Australia,White,Dry and Crisp Whites,Now - End 2024,Fuse Winemaking Team,9.99,992,4.1 out of 5 stars from 992 customers,https://www.virginwines.co.uk/wine/Z36743102291/Hummingbird-Semillon
Domaine Andre Brunel Vin de Pays de Vaucluse 2020,2020,14.00%,75cl,Grenache / Garnacha,France,Red,Classic Reds,Now - End 2027,Andre Brunel,11.99,2365,4.1 out of 5 stars from 2365 customers,https://www.virginwines.co.uk/wine/Z34271101119/Domaine-Andre-Brunel-Vin-de-Pays-de-Vaucluse
Domaine Michel Girard Sancerre Rose 2020,2020,13.50%,75cl,Pinot Noir,France,Rosé,Dry and Fruity Rosé,Now - End 2023,Michel Girard,19.99,300,4.4 out of 5 stars from 300 customers,https://www.virginwines.co.uk/wine/Z34651100020/Domaine-Michel-Girard-Sancerre-Rose
Champagne Laurent Perrier Grande Siecle NV,NV,12.00%,75cl,Champagne blend,France,Sparkling,Champagne,Within 15 years of purchase,Michel Fauconnet,165,8,4.9 out of 5 stars from 8 customers,https://www.virginwines.co.uk/wine/Z37372101639/Champagne-Laurent-Perrier-Grande-Siecle-Z37372101639
Fernando de Castilla Classic Fino NV,NV,15.00%,75cl,Palomino,Spain,Sherry,Sherry,Within 4 years of purchase,Jan Petterson,13.99,18,3.8 out of 5 stars from 18 customers,https://www.virginwines.co.uk/wine/Z33341100029/Fernando-de-Castilla-Classic-Fino
Tenuta Olim Bauda Moscato d'Asti Centive 2021,2021,5.00%,75cl,Moscato,Italy,Sparkling,Sparkling Non Champagne,Now - End 2024,Dino Bertolino,10.99,101,4 out of 5 stars from 101 customers,https://www.virginwines.co.uk/wine/Z37069101434/Tenuta-Olim-Bauda-Moscato-dAsti-Centive
Paul Hobbs Russian River Chardonnay 2018,2018,14.50%,75cl,Chardonnay,USA,White,Dry and Crisp Whites,Now - End 2026,Paul Hobbs,49.99,6,4.5 out of 5 stars from 6 customers,https://www.virginwines.co.uk/wine/Z37365101434/Paul-Hobbs-Russian-River-Chardonnay
Fernando de Castilla Classic Cream NV,NV,17.50%,75cl,Palomino blend,Spain,Sherry,Sherry,Within 2 years of purchase,Jan Petterson,15.99,52,4.6 out of 5 stars from 52 customers,https://www.virginwines.co.uk/wine/Z33342100029/Fernando-de-Castilla-Classic-Cream
Silenus Limited Release Coonawarra Cabernet Sauvignon 2019,2019,14.00%,75cl,Cabernet Sauvignon,Australia,Red,Full Bodied Reds,Now - End 2029,Fuse Winemaking Team,19.99,3007,4.3 out of 5 stars from 3007 customers,https://www.virginwines.co.uk/wine/Z36750102291/Silenus-Limited-Release-Coonawarra-Cabernet-Sauvignon
Cave de Turckheim Gewurztraminer Grand Cru Brand 2015,2015,12.50%,75cl,Gewurztraminer,France,White,Aromatic Whites,Now - End 2023,Jean Michel Lihrmann,22.99,106,4.3 out of 5 stars from 106 customers,https://www.virginwines.co.uk/wine/Z32393100020/Cave-de-Turckheim-Gewurztraminer-Grand-Cru-Brand
Clos du Gaimont Vouvray La Monaco Demi Sec 2020,2020,14.00%,75cl,Chenin Blanc,France,White,Fruity Whites,Now - End 2027,Francois Chainier,14.99,160,4.2 out of 5 stars from 160 customers,https://www.virginwines.co.uk/wine/Z33734100020/Clos-du-Gaimont-Vouvray-La-Monaco-Demi-Sec
Chateau du Seuil Cerons 2021,2021,12.50%,50cl,Semillon blend,France,Dessert,Dessert Wine,Now - End 2029,Nicola and Sean Allison,16.99,78,4.5 out of 5 stars from 78 customers,https://www.virginwines.co.uk/wine/Z34561100783/Chateau-du-Seuil-Cerons
Cave de Turckheim Pinot Blanc Reserve 2019,2019,13.00%,75cl,Pinot Blanc,France,White,Dry and Crisp Whites,Now - End 2026,Jean Michel Lihrmann,12.99,186,4.2 out of 5 stars from 186 customers,https://www.virginwines.co.uk/wine/Z32879100020/Cave-de-Turckheim-Pinot-Blanc-Reserve
Luigi Bosca Finca Los Nobles Malbec Verdot 2020,2020,14.50%,75cl,Malbec blend,Argentina,Red,Full Bodied Reds,Now - End 2030,Jose Irrera,42,39,4.7 out of 5 stars from 39 customers,https://www.virginwines.co.uk/wine/Z36608102131/Luigi-Bosca-Finca-Los-Nobles-Malbec-Verdot
Finca Manzanos Rioja Gran Reserva Alta Expression 2013,2013,13.50%,75cl,Tempranillo blend,Spain,Red,Classic Reds,Now - End 2030,Borja Ripa and Victor Fernadez de Manzanos,19.99,163,4.4 out of 5 stars from 163 customers,https://www.virginwines.co.uk/wine/Z36166101434/Finca-Manzanos-Rioja-Gran-Reserva-Alta-Expression
Pazo Senorans Albarino 2020,2020,13.50%,75cl,Albarino,Spain,White,Aromatic Whites,Now - End 2025,Ana Quintela,19.99,179,4 out of 5 stars from 179 customers,https://www.virginwines.co.uk/wine/Z37430101434/Pazo-Senorans-Albarino-Z37430101434
Fonseca 10 Year Old Tawny NV,NV,20.00%,50cl,Port Blends,Portugal,Fortified,Port and Fortified,Within 3 years of purchase,David Guimaraens,17.99,53,4.3 out of 5 stars from 53 customers,https://www.virginwines.co.uk/wine/Z36814100003/Fonseca-10-Year-Old-Tawny
Fernando de Castilla Antique Amontillado NV,NV,19.00%,50cl,Palomino,Spain,Sherry,Sherry,Within 3 years of purchase,Jan Petterson,33.99,16,4.5 out of 5 stars from 16 customers,https://www.virginwines.co.uk/wine/Z36321100029/Fernando-de-Castilla-Antique-Amontillado
Croft Pink NV,NV,19.50%,50cl,Port Blends,Portugal,Fortified,Port and Fortified,Within 4 years of purchase,David Guimaraens,11.99,163,4.2 out of 5 stars from 163 customers,https://www.virginwines.co.uk/wine/Z37309100003/Croft-Pink-Z37309100003
Fonseca Quinta do Panascal 2004,2004,20.50%,75cl,Port Blends,Portugal,Fortified,Port and Fortified,Now - End 2034,David Guimaraens,25.99,47,4.3 out of 5 stars from 47 customers,https://www.virginwines.co.uk/wine/Z34802100003/Fonseca-Quinta-do-Panascal
Champagne Laurent Perrier Demi Sec NV,NV,12.00%,75cl,Champagne blend,France,Sparkling,Champagne,Within 3 years of purchase,Michel Fauconnet,42.99,11,5 out of 5 stars from 11 customers,https://www.virginwines.co.uk/wine/Z37552101639/Champagne-Laurent-Perrier-Demi-Sec
McGuigan Black Label Red 2020,2020,13.00%,75cl,Syrah / Shiraz blend,Australia,Red,Light Reds,Now - End 2023,Neil McGuigan,7.99,1829,4.2 out of 5 stars from 1829 customers,https://www.virginwines.co.uk/wine/Z33685100956/McGuigan-Black-Label-Red
Champagne Veuve Clicquot Yellow Label Brut NV,NV,12.00%,75cl,Champagne blend,France,Sparkling,Champagne,Within 3 years of purchase,Didier Mariotti,49.99,150,4.8 out of 5 stars from 150 customers,https://www.virginwines.co.uk/wine/Z35096101524/Champagne-Veuve-Clicquot-Yellow-Label-Brut
Finca Manzanos Rioja Reserva Especial 2016,2016,14.00%,75cl,Tempranillo blend,Spain,Red,Classic Reds,Now - End 2026,Borja Ripa and Victor Fernadez de Manzanos,16.99,194,4.2 out of 5 stars from 194 customers,https://www.virginwines.co.uk/wine/Z36165101434/Finca-Manzanos-Rioja-Reserva-Especial
Plantagenet Mt Barker Shiraz 2016,2016,14.50%,75cl,Shiraz / Syrah,Australia,Red,Full Bodied Reds,Now - End 2023,John Durham,29.99,45,4.4 out of 5 stars from 45 customers,https://www.virginwines.co.uk/wine/Z31847100089/Plantagenet-Mt-Barker-Shiraz
Fernando de Castilla Classic Amontillado NV,NV,17.50%,75cl,Palomino blend,Spain,Sherry,Sherry,Within 2 years of purchase,Jan Petterson,15.99,26,3.6 out of 5 stars from 26 customers,https://www.virginwines.co.uk/wine/Z33343100029/Fernando-de-Castilla-Classic-Amontillado
Cloudy Bay Sauvignon Blanc 2021,2021,13.50%,75cl,Sauvignon Blanc,New Zealand,White,Fruity Whites,Now - End 2032,Jim White,25.99,575,4.7 out of 5 stars from 575 customers,https://www.virginwines.co.uk/wine/Z35099101524/Cloudy-Bay-Sauvignon-Blanc
Chateau du Seuil Bordeaux Rose 2021,2021,12.50%,75cl,Cabernet blend,France,Rosé,Sweeter Style Rosé,Now - End 2024,Nicola and Sean Allison,11.99,199,4.1 out of 5 stars from 199 customers,https://www.virginwines.co.uk/wine/Z34683100783/Chateau-du-Seuil-Bordeaux-Rose
Chateau Musar Jeune Red 2019,2019,13.50%,75cl,Cinsault blends,Lebanon,Red,Full Bodied Reds,Now - End 2025,Tarek Sakr,13.99,234,4 out of 5 stars from 234 customers,https://www.virginwines.co.uk/wine/Z36778101961/Chateau-Musar-Jeune-Red
Schola Sarmenti Nauna IGT Salento 2018,2018,16.00%,75cl,Other red grapes,Italy,Red,Full Bodied Reds,Now - End 2028,Benedetto Lorusso,22.99,96,4.8 out of 5 stars from 96 customers,https://www.virginwines.co.uk/wine/Z37107102454/Schola-Sarmenti-Nauna-IGT-Salento
Vat 27 Reserve Cabernet Sauvignon Merlot 2020,2020,13.50%,75cl,Cabernet blend,Australia,Red,Full Bodied Reds,Now - End 2029,Fuse Winemaking Team,12.99,3343,4.4 out of 5 stars from 3343 customers,https://www.virginwines.co.uk/wine/Z36832102291/Vat-27-Reserve-Cabernet-Sauvignon-Merlot-Z36832102291
Champagne Bollinger Rose NV,NV,12.00%,75cl,Champagne blend,France,Sparkling,Champagne,Within 5 years of purchase,Gilles Descotes,56.5,12,4.8 out of 5 stars from 12 customers,https://www.virginwines.co.uk/wine/Z37130100003/Champagne-Bollinger-Rose-Z37130100003
Finca Manzanos Seleccion de la Familia Rioja Crianza 2018,2018,13.50%,75cl,Tempranillo blend,Spain,Red,Classic Reds,Now - End 2026,Borja Ripa and Victor Fernadez de Manzanos,13.99,211,4.1 out of 5 stars from 211 customers,https://www.virginwines.co.uk/wine/Z36164101434/Finca-Manzanos-Seleccion-de-la-Familia-Rioja-Crianza
Cuvee des Galets d’Estezargues 2019,2019,15.00%,75cl,Grenache / Garnacha blend,France,Red,Light Reds,Now - End 2023,Dennis Deschamps,10.99,126,4 out of 5 stars from 126 customers,https://www.virginwines.co.uk/wine/Z35444101112/Cuvee-des-Galets-dEstezargues
Domaine Baumard Carte Turquoise Cremant de Loire NV,NV,12.50%,75cl,Chenin blends,France,Sparkling,Sparkling Non Champagne,Within 2 years of purchase,Florent Baumard,16.99,103,4.2 out of 5 stars from 103 customers,https://www.virginwines.co.uk/wine/Z36159101434/Domaine-Baumard-Carte-Turquoise-Cremant-de-Loire
Louis Moreau Chablis 1er Cru Vaulignot 2019,2019,12.50%,75cl,Chardonnay,France,White,Dry and Crisp Whites,Now - End 2026,Louis Moreau,24.99,174,4.4 out of 5 stars from 174 customers,https://www.virginwines.co.uk/wine/Z37134102468/Louis-Moreau-Chablis-1er-Cru-Vaulignot-Z37134102468
Perdeberg Winery Vineyard Collection Cinsault 2015,2015,14.00%,75cl,Cinsault,South Africa,Red,Full Bodied Reds,Now - End 2022,Ryno Booysen,9.99,92,3.6 out of 5 stars from 92 customers,https://www.virginwines.co.uk/wine/Z37527100009/Perdeberg-Winery-Vineyard-Collection-Cinsault
Baciato Negroamaro Primitivo 2021,2021,13.00%,75cl,Other red grapes,Italy,Red,Light Reds,Now - End 2026,Umberto Menini,10.99,1104,4.1 out of 5 stars from 1104 customers,https://www.virginwines.co.uk/wine/Z37465102461/Baciato-Negroamaro-Primitivo
Loom Single Vineyard Field Blend 2018,2018,14.00%,75cl,Grenache / Garnacha blend,Australia,Red,Full Bodied Reds,Now - End 2022,Steve Grimley,18.49,28,4.6 out of 5 stars from 28 customers,https://www.virginwines.co.uk/wine/Z37607102291/Loom-Single-Vineyard-Field-Blend
El Zumbido Garnacha Rosado 2021,2021,13.50%,75cl,Grenache / Garnacha,Spain,Rosé,Dry and Fruity Rosé,Now - End 2024,Antonio Serrano,9.99,764,3.9 out of 5 stars from 764 customers,https://www.virginwines.co.uk/wine/Z37555102647/El-Zumbido-Garnacha-Rosado
El Zumbido Garnacha Syrah 2020,2020,14.50%,75cl,Grenache / Garnacha blend,Spain,Red,Light Reds,Now - End 2023,Antonio Serrano,9.99,1708,4 out of 5 stars from 1708 customers,https://www.virginwines.co.uk/wine/Z37556102647/El-Zumbido-Garnacha-Syrah
Il Colmo Prosecco Brut NV,NV,11.50%,75cl,Prosecco (Glera),Italy,Sparkling,Prosecco,Within 1 year of purchase,Umberto Menini,14.99,2042,4.4 out of 5 stars from 2042 customers,https://www.virginwines.co.uk/wine/Z37622102461/Il-Colmo-Prosecco-Brut
Chateau Dereszla Tokaji Dry 2020,2020,11.50%,75cl,Other white grapes,Hungary,White,Aromatic Whites,Now - End 2024,Bai Edit,13.99,49,4.2 out of 5 stars from 49 customers,https://www.virginwines.co.uk/wine/Z37626102128/Chateau-Dereszla-Tokaji-Dry
Chateau Dereszla Tokaji Aszu 5 Puttonyos 2016,2016,10.50%,50cl,Other white grapes,Hungary,Dessert,Dessert Wine,Now - End 2033,Bai Edit,32.49,32,4.7 out of 5 stars from 32 customers,https://www.virginwines.co.uk/wine/Z37628102128/Chateau-Dereszla-Tokaji-Aszu-5-Puttonyos
Patto Catarratto 2019,2019,12.00%,75cl,Catarratto,Italy,White,Aromatic Whites,Now - End 2022,Fabrizio Vella,9.99,464,3.8 out of 5 stars from 464 customers,https://www.virginwines.co.uk/wine/Z37635101434/Patto-Catarratto
Strout Road Vintners White Blend 2021,2021,12.50%,75cl,Chardonnay blend,Australia,White,Dry and Crisp Whites,Now - End 2025,Fuse Winemaking Team,10.99,1136,4 out of 5 stars from 1136 customers,https://www.virginwines.co.uk/wine/Z37643102291/Strout-Road-Vintners-White-Blend
Targa Rioja Garnacha 2020,2020,14.00%,75cl,Grenache / Garnacha,Spain,Red,Classic Reds,Now - End 2024,Borja Ripa,14.99,326,4.1 out of 5 stars from 326 customers,https://www.virginwines.co.uk/wine/Z37646101434/Targa-Rioja-Garnacha
Targa Rioja Graciano 2021,2021,13.50%,75cl,Graciano,Spain,Red,Classic Reds,Now - End 2025,Borja Ripa,14.99,340,4.2 out of 5 stars from 340 customers,https://www.virginwines.co.uk/wine/Z37647101434/Targa-Rioja-Graciano
Targa Rioja Tempranillo 2020,2020,13.50%,75cl,Tempranillo (Rioja),Spain,Red,Full Bodied Reds,Now - End 2024,Borja Ripa,14.99,366,4.2 out of 5 stars from 366 customers,https://www.virginwines.co.uk/wine/Z37648101434/Targa-Rioja-Tempranillo
Champagne Gremillet Brut Blanc de Blancs NV,NV,12.00%,75cl,Chardonnay,France,Sparkling,Champagne,Within 3 years of purchase,Jean-Christophe Gremillet,33.99,23,4.4 out of 5 stars from 23 customers,https://www.virginwines.co.uk/wine/Z37654100020/Champagne-Gremillet-Brut-Blanc-de-Blancs
The Bolney Estate Bolney Bubbly Brut NV,NV,12.50%,75cl,Champagne blend,England,Sparkling,English Sparkling Wine,Within 3 years of purchase,Sam Linter,25.99,87,4.5 out of 5 stars from 87 customers,https://www.virginwines.co.uk/wine/Z42219102155/The-Bolney-Estate-Bolney-Bubbly-Brut-Z42219102155
Domaine Baumard Cremant de Loire Carte Corail Rose NV,NV,12.50%,75cl,Cabernet Franc,France,Sparkling,Sparkling Non Champagne,Within 2 years of purchase,Florent Baumard,17.99,58,4 out of 5 stars from 58 customers,https://www.virginwines.co.uk/wine/Z37669101434/Domaine-Baumard-Cremant-de-Loire-Carte-Corail-Rose
Anello Piemonte DOC Barbera 2019,2019,13.50%,75cl,Barbera,Italy,Red,Light Reds,Now - End 2023,Claudio Manera,9.99,1294,3.9 out of 5 stars from 1294 customers,https://www.virginwines.co.uk/wine/Z37678100029/Anello-Piemonte-DOC-Barbera
Domaine Denis Jamain Les Fossiles Reuilly Sauvignon Blanc 2019,2019,13.00%,75cl,Sauvignon Blanc,France,White,Dry and Crisp Whites,Now - End 2022,Denis Jamain,16.99,31,4.2 out of 5 stars from 31 customers,https://www.virginwines.co.uk/wine/Z37682101935/Domaine-Denis-Jamain-Les-Fossiles-Reuilly-Sauvignon-Blanc
Chateau de Gayon Madiran dou Barrinquet 2009,2009,14.50%,75cl,Tannat blend,France,Red,Classic Reds,Now - End 2025,David Ebert,31.99,11,4.5 out of 5 stars from 11 customers,https://www.virginwines.co.uk/wine/Z37729102768/Chateau-de-Gayon-Madiran-dou-Barrinquet
Lenne Pinot Noir 2020,2020,13.00%,75cl,Pinot Noir,Germany,Red,Light Reds,Now - End 2025,Bernhard Schug,12.99,173,4 out of 5 stars from 173 customers,https://www.virginwines.co.uk/wine/Z37742102638/Lenne-Pinot-Noir
Jean Stodden J Spatburgunder 2018,2018,12.50%,75cl,Pinot Noir,Germany,Red,Classic Reds,Now - End 2025,Alexander Stodden,22.99,38,4.2 out of 5 stars from 38 customers,https://www.virginwines.co.uk/wine/Z37741102638/Jean-Stodden-J-Spatburgunder
Domaine Baumard Coteaux du Layon Carte d'Or 2018,2018,12.00%,37.5cl,Chenin Blanc,France,Dessert,Dessert Wine,Now - End 2043,Florent Baumard,11.99,29,4.1 out of 5 stars from 29 customers,https://www.virginwines.co.uk/wine/Z37668101434/Domaine-Baumard-Coteaux-du-Layon-Carte-dOr
Riecine La Gioia 2017,2017,14.00%,75cl,Sangiovese,Italy,Red,Classic Reds,Now - End 2040,Lana Frank,49,3,4.7 out of 5 stars from 3 customers,https://www.virginwines.co.uk/wine/Z38020101434/Riecine-La-Gioia
Champagne Vilmart Grande Reserve Brut Premier Cru NV,NV,12.50%,75cl,Champagne blend,France,Sparkling,Champagne,Within 4 years of purchase,Laurent Champs,36.99,64,4.5 out of 5 stars from 64 customers,https://www.virginwines.co.uk/wine/Z33358100834/Champagne-Vilmart-Grande-Reserve-Brut-Premier-Cru
The Black Pig The Prize McLaren Vale Shiraz Magnum 2019,2019,14.50%,Magnum1.5L,Shiraz / Syrah,Australia,Red,Full Bodied Reds,Now - End 2028,Fuse Winemaking Team,44.99,1250,4.7 out of 5 stars from 1250 customers,https://www.virginwines.co.uk/wine/Z38003102291/The-Black-Pig-The-Prize-McLaren-Vale-Shiraz-Magnum-Z38003102291
T918 Single Site Sauvignon Blanc 2021,2021,13.50%,75cl,Sauvignon Blanc,South Africa,White,Fruity Whites,Now - End 2023,Nadia Engelbrecht,10.99,1334,4.1 out of 5 stars from 1334 customers,https://www.virginwines.co.uk/wine/Z38033101414/T918-Single-Site-Sauvignon-Blanc
Urla Nero d'Avola Urla Karasi 2018,2018,14.50%,75cl,Nero d'Avola,Turkey,Red,Full Bodied Reds,Now - End 2028,Hasan Deniz,29.99,24,4.2 out of 5 stars from 24 customers,https://www.virginwines.co.uk/wine/Z37672102803/Urla-Nero-dAvola-Urla-Karasi
Lergenmuller Saigner Rose Trocken 2020,2020,12.50%,75cl,Pinot Noir,Germany,Rosé,Dry and Fruity Rosé,Now - End 2023,Juergen Lergenmuller,13.99,124,4.3 out of 5 stars from 124 customers,https://www.virginwines.co.uk/wine/Z38633102465/Lergenmuller-Saigner-Rose-Trocken
Ardido Vinho Verde DOC 2020,2020,12.00%,75cl,Other white grapes,Portugal,White,Dry and Crisp Whites,Now - End 2023,Ana Coutinho,11.99,414,4 out of 5 stars from 414 customers,https://www.virginwines.co.uk/wine/Z39006101434/Ardido-Vinho-Verde-DOC
